OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995680,DIAMOND FORK AB PALMYRA CAMPGROUND,River/Stream,,16020202,,,,,40.07082,-111.43042,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995690,DIAMOND FORK AB MONKS HOLLOW,River/Stream,,16020202,,,,,40.07624383,-111.3833704,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995693,Monks Hollow Outlet,River/Stream,,16020202,,,,,40.07458466,-111.3918638,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995700,SYAR TUNNEL OUTLET AT SIXTH WATER,River/Stream,,16020202,,,,,40.11718122,-111.3121212,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995710,DIAMOND FORK CREEK ABOVE SIXTH WATER,River/Stream,,16020202,,,,,40.08467661,-111.3551846,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995720,SIXTH WATER CK AB SYAR TUNNEL OUTLET,River/Stream,,16020202,,,,,40.11773155,-111.3151749,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995730,SIXTH WATER CREEK ABOVE DIAMOND FORK CREEK,River/Stream,,16020202,,,,,40.08411974,-111.3546187,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995740,FIFTH WATER CK BL RAYS VALLEY RD XING @ GAUGE,River/Stream,,16020202,,,,,40.10412443,-111.2921156,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995750,SYAR TUNNEL DISCHARGE @ FIFTH WATER,Facility Other,,16020202,,,,,40.11606634,-111.286839,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995755,LEFT FK FIFTH WATER CK AB SYAR TUNNEL DISCHARGE,River/Stream,,16020202,,,,,40.1375825,-111.2472174,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995760,DIAMOND FK CK @ RAYS VALLEY RD XING,River/Stream,,16020202,,,,,40.14578699,-111.3376812,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995765,Sixth Water BL Diversioin,River/Stream,,16020202,,,,,40.15023538,-111.3026802,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995770,HALLS FK CK AB CNFL/ CHASE & SHINGLE MILLS CKS,River/Stream,,16020202,,,,,40.18717606,-111.328512,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995775,HALLS FORK AB CNFL YELLOWJACKET CK,River/Stream,,16020202,,,,,40.20993157,-111.2815585,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995780,SIXTH WATER @ STRAWBERRY TUNNEL OUTLET,River/Stream,,16020202,,,,,40.16107186,-111.2507314,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995790,SPANISH FK R AB CNFL / DIAMOND FK CK,River/Stream,,16020202,,,,,40.02467447,-111.5029699,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995800,THISTLE CK AB THISTLE LAKE,River/Stream,,16020202,,,,,39.98495415,-111.5021397,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995809,BENNIE CK ABOVE CNFL WITH  THISTLE CK,River/Stream,,16020202,,,,,39.92412354,-111.5471343,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995810,BENNIE CK 0.9 MI AB NFS BNDY,River/Stream,,16020202,,,,,39.93967754,-111.5993677,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995820,NEBO CK @ USFS BNDY,River/Stream,,16020202,,,,,39.86940368,-111.5846424,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995822,NEBO CK AB CNFL SALT HOLLOW,River/Stream,,16020202,,,,,39.86900874,-111.5932215,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995825,NEBO CREEK (EMAP),River/Stream,,16020202,,,,,39.85662915,-111.6156895,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995830,NEBO CREEK BELOW HOLMAN CREEK,River/Stream,,16020202,,,,,39.85135044,-111.6388113,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995835,THISTLE CK 0.4 M AB crossing at Birdseye,River/Stream,,16020202,,,,,39.91912,-111.54801,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995840,HOLMAN CK AB CNFL/ NEBO CK,River/Stream,,16020202,,,,,39.850855,-111.640089,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995845,HOLMAN CK APPROX. 150 METERS AB CNFL W/ NEBO CK,River/Stream,,16020202,,,,,39.8514,-111.64104,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995850,NEBO CREEK ABOVE HOLMAN CREEK,River/Stream,,16020202,,,,,39.85023438,-111.6418636,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995870,LAKE CK AB SOLDIER CK,River/Stream,,16020202,,,,,39.96661981,-111.458517,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995873,Right Fork Lake Fork ab confluence with Lake Fork,River/Stream,,16020202,,,,,39.94948462,-111.4347439,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995877,East Lake Fork above confluence w/ West Lake Fork,River/Stream,,16020202,,,,,39.87293675,-111.4048162,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995880,SOLDIER CK AB US 89 XING,River/Stream,,16020202,,,,,39.99372,-111.49392,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995883,SOLDIER CK AB CNFL/ LAKE FK,River/Stream,,16020202,,,,,39.99356287,-111.4754598,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995885,SOLDIER CK 17 MI INTO CANYON ALONG HWY 6,River/Stream,,16020202,,,,,39.9945731,-111.4289851,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995890,Soldier Ck Above Red Rock Narrows,River/Stream,,16020202,,,,,39.9959828,-111.4052957,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995895,Knoll Hollow 1.5 miles AB U.S. Hwy 6,River/Stream,,16020202,,,,,40.00087987,-111.3454013,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995900,SHEEP CK AB CNFL/ SOLDIER CK,River/Stream,,16020202,,,,,39.97495692,-111.3399072,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995910,DAIRY FORK AB CNFL/ SOLDIER CREEK,River/Stream,,16020202,,,,,39.97189849,-111.3382292,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995915,SOLDIER CK AB CNFL W/ DAIRY FK,River/Stream,,16020202,,,,,39.97098,-111.33343,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995919,SOLDIER CK BL CNFL TIE FK,River/Stream,,16020202,,,,,39.95373778,-111.2304217,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995920,TIE FK AB SOLDIER CK,River/Stream,,16020202,,,,,39.94996181,-111.2168411,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995925,TIE FORK AB SOLDIER CK UPSTREAM OF GAGE,River/Stream,,16020202,,,,,39.95226274,-111.2150103,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995928,TIE FK AB WEST CANYON,River/Stream,,16020202,,,,,39.9760147,-111.2139254,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995929,CHICKEN HOLLOW AB CNFL W/ TIE FK,River/Stream,,16020202,,,,,40.02811712,-111.2096462,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995930,CLEAR CK AB SOLDIER CK,River/Stream,,16020202,,,,,39.9355129,-111.2001756,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995931,ECAFINIA CK AB CNFL/ SOLDIER CK,River/Stream,Blind Duplicate of 4995935,16020202,,,,,39.93523828,-111.2026678,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995935,CLEAR CK 3/4MI AB CNFL/ Soldier CK AB REST AREA,River/Stream,,16020202,,,,,39.93523842,-111.2025859,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995940,STARVATION CK AB SOLDIER CK,River/Stream,,16020202,,,,,39.93189801,-111.2012886,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995942,STARVATION CK BL DRY HOLLOW,River/Stream,,16020202,,,,,39.91581411,-111.2070919,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995945,BENNION CK AB LDS PROPERTY,River/Stream,,16020202,,,,,39.86885154,-111.2035013,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995950,SOLDIER CK AB STARVATION CK,River/Stream,,16020202,,,,,39.93162111,-111.1998951,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995953,Soldier Ck BL Gilluly RR switchback xing,River/Stream,,16020202,,,,,39.92962,-111.16579,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995960,TIE FK CK AB PRIVATE LAND,River/Stream,,16020202,,,,,39.96856486,-111.213223,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995965,TIE FORK (same location as 5928),River/Stream,,16020202,,,,,39.97598912,-111.2131406,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995970,DRY CK 1MI N 0F SPANISH FK AIRPORT,River/Stream,,16020202,,,,,40.15884586,-111.6638179,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4995980,DIPPING PEN CK W OF SMITHS RES,River/Stream,,16020202,,,,,39.88313185,-111.4211675,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996000,DRY CK @ CR 77 XING AB UTAH LAKE,River/Stream,,16020202,,,,,40.158528,-111.663806,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996005,Dry Ck BL Spanish Fork WWTP at Main St,River/Stream,,16020202,,,,,40.148444,-111.657083,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996010,DRY CK BL SPANISH FK WWTP,River/Stream,,16020202,,,,,40.14468037,-111.651588,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996020,SPANISH FORK WWTP,Facility Other,,16020202,,,,,40.144972,-111.650333,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996030,DRY CK AB SPANISH FK WWTP,River/Stream,,16020202,,,,,40.145722,-111.647649,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996035,Dry Ck AB Spanish Fork WWTP at 1750 W,River/Stream,,16020202,,,,,40.14613211,-111.6433134,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996040,Dry Ck Near Utah Lake-WLA,River/Stream,,16020201,,,,,40.180986,-111.671064,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996042,DRY CK EAST TRIBUTARY,River/Stream,,16020201,,,,,40.174833,-111.663617,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996044,Drainage Canal 0.5 mile bl I-15 at about 2500 West Springville,Canal Drainage,,16020202,,,,,40.17665,-111.6562,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996045,Spring Creek at 500 N and 2000 W (Springville),River/Stream,,16020202,,,,,40.174576,-111.647286,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996100,HOBBLE CK AT I-15 BDG 3MI S OF PROVO,River/Stream,,16020202,,,,,40.184,-111.64727,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996117,Hobble Creek above Springville City Ditch,River/Stream,,16020202,,,,,40.15713,-111.530372,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996120,HEAVEN POLE CK AB CNFL LEFT FK HOBBLE CK,River/Stream,,16020202,,,,,40.19541903,-111.4978379,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996130,LEFT FK HOBBLE CK AB RIGHT FK,River/Stream,,16020202,,,,,40.16579416,-111.4982439,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996133,LEFT FK.HOBBLE CK BL BARTHOLOMEW CANYON,River/Stream,,16020202,,,,,40.1976263,-111.4915214,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996135,LEFT FK HOBBLE CK AB GRANGER CANYON,River/Stream,,16020202,,,,,40.21711,-111.48223,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996138,L. FK. HOBBLE CK. AB CNFL W/ SHEEP CANYON,River/Stream,,16020202,,,,,40.26132179,-111.408333,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996140,RIGHT FK HOBBLE CK @ CHERRY CMPGD,River/Stream,,16020202,,,,,40.16884607,-111.4774088,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996150,RT FK HOBBLE CK 1.5 MILES AB CHERRY CAMPGROUND,River/Stream,,16020202,,,,,40.18273541,-111.4626821,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996155,R. FK. HOBBLE CK. BL BALSAM CAMPGROUND,River/Stream,,16020202,,,,,40.19852909,-111.4075214,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996160,WARDSWORTH CK AB CNFL/ HOBBLE CK,River/Stream,,16020202,,,,,40.19550853,-111.3899038,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996170,SHEEP CANYON CK AB CNFL L. FK. HOBBLE CK,River/Stream,,16020202,,,,,40.26167107,-111.4089231,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996190,SPRING CK UPRR XING 1.7MI SE OF PROVO GOLF CSE,River/Stream,,16020202,,,,,40.19166505,-111.6385744,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996200,LITTLE SPRING CK W/OUT EFFLUENT -WLA,River/Stream,,16020202,,,,,40.183286,-111.626142,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996220,SPRINGVILLE FH 001 WEST SIDE DISCHARGE (BLUE PIPE),Facility Other,,16020202,,,,,40.18174,-111.61092,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996230,SPRINGVILLE FH 002 WEST SIDE RACEWAY CLEANING DISCHARGE,Facility Other,,16020202,,,,,40.18412358,-111.6068582,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996240,SPRINGVILLE FH 003 EAST SIDE DISCHARGE,Facility Other,,16020202,,,,,40.18101,-111.60986,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996275,Spring Creek at I-15 Frontage Road,River/Stream,,16020201,,,,,40.189578,-111.648975,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996280,SPRINGVILLE WWTP,Facility Other,,16020202,,,,,40.17797,-111.62111,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996281,SPRINGVILLE CK NEAR TECHNOLOGY WAY-WLA,River/Stream,,16020202,,,,,40.190886,-111.63045,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996282,SPRINGVILLE DISCHARGE NEAR PEPSI CO-WLA,River/Stream,,16020202,,,,,40.180569,-111.624742,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996283,POND NEAR SR 75 SPRINGVILLE STATION 3E-WLA,Lake,,16020202,,,,,40.187239,-111.629619,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996284,SPRINGVILLE STATION 4 SPRING CK BL 1100 W-WLA,River/Stream,,16020202,,,,,40.19125,-111.631442,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996285,SPRINGVILLE STATION 5 SPRING CK 0.1 MILE AB RR TRACKS-WLA,River/Stream,,16020202,,,,,40.192114,-111.635033,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996286,SPRINGVILLE STATION 6 SPRING CK BL RR TRACKS-WLA,River/Stream,,16020202,,,,,40.191561,-111.638675,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996287,POND NEAR SR 75 SPRINGVILLE STATION 3W-WLA,Lake,,16020202,,,,,40.187369,-111.630544,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996290,SPRING CK AB SPRINGVILLE WWTP,River/Stream,,16020202,,,,,40.17801212,-111.6210277,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996310,SPRING CK BL FISH HATCHERIES AND AB SPRINGVILLE WWTP,River/Stream,,16020202,,,,,40.18558,-111.61883,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996340,IRONTON CANAL BL KUHNIS BYPRODUCTS,Canal Transport,,16020201,,,,,40.19912466,-111.6418636,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996350,KUHNI BYPRODUCTS 006 OUTFALL,Facility Other,,16020201,,,,,40.19911871,-111.6413113,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-4996360,KUHNI BYPRODUCTS NO5 OUTFALL 005,Facility Other,,16020201,,,,,40.19912027,-111.6410294,,,,GPS-Unspecified,NAD83,,,,,,,US,49,49,,,,,,,,,STORET
